Ids,Predictions
11395,-0.5681
11396,-0.56758
11397,-1.1763
11398,-1.5824
11399,-1.6463
11400,-0.66517
11401,-0.78979
11402,-0.3595
11403,-1.6511
11404,-1.2795
11405,-1.0762
11406,-1.2444
11407,-1.5557
11408,-0.14669
11409,-1.5435
11410,-1.7263
11411,-0.77248
11412,-0.72681
11413,-1.501
11414,-0.85014
11415,-1.9123
11416,-1.1328
11417,-0.64422
11418,0.44214
11419,0.88847
11420,-0.79246
11421,-1.2655
11422,-1.3338
11423,-1.1316
11424,-0.18526
11425,-2.0938
11426,-1.6488
11427,-1.882
11428,-1.8015
11429,0.50876
11430,-0.4968
11431,-0.75707
11432,-1.1271
11433,-1.3464
11434,-1.085
11435,-1.766
11436,0.57947
11437,-0.62301
11438,0.57213
11439,0.24628
11440,0.52715
11441,0.46425
11442,-1.1898
11443,-1.4514
11444,-1.1152
11445,-1.173
11446,0.54638
11447,-0.17277
11448,-1.5511
11449,-1.457
11450,-1.953
11451,-1.0739
11452,-0.47425
11453,-1.3066
11454,-1.4408
11455,-1.2489
11456,-1.3184
11457,-0.80918
11458,-0.84713
11459,-0.8037
11460,-0.84403
11461,-1.8506
11462,-1.725
11463,-0.86729
11464,-1.7132
11465,-2.2092
11466,-1.8227
11467,-1.6023
11468,-0.91735
11469,-0.27682
11470,-0.2575
11471,-0.8942
11472,-1.6525
11473,-1.9104
11474,-1.9346
11475,-1.683
11476,-0.19318
11477,-0.79229
11478,-1.9693
11479,-1.5391
11480,-1.0789
11481,-0.89078
11482,-1.989
11483,-1.3197
11484,-1.0521
11485,-0.31891
11486,-0.61145
11487,-0.94502
11488,-0.29198
11489,-0.47008
11490,-1.9338
11491,-1.0692
11492,-1.2851
11493,-1.4829
11494,-1.5675
11495,-1.4882
11496,-1.8503
11497,-0.033057
11498,-0.78086
11499,-0.87375
11500,-0.89065
11501,-1.8276
11502,-1.2709
11503,-1.251
11504,-1.0648
11505,-1.7597
11506,-0.64155
11507,-0.81958
11508,-1.5233
11509,-1.7033
11510,-1.5217
11511,-0.86394
11512,-1.5159
11513,-0.52176
11514,-0.12739
11515,-1.2026
11516,-0.8385
11517,-0.45617
11518,-0.51845
11519,-0.51661
11520,-0.1106
11521,-0.62634
11522,-2.1217
11523,-0.16666
11524,-0.9319
11525,-0.88531
11526,-0.11022
11527,0.079074
11528,0.49905
11529,-0.53183
11530,0.27443
11531,-0.41252
11532,-1.2389
11533,0.44509
11534,-1.2943
11535,-1.5863
11536,-1.7713
11537,-1.7131
11538,0.93872
11539,0.20339
11540,0.25821
11541,-1.2194
11542,0.81579
11543,-2.3192
11544,-1.8207
11545,-1.0072
11546,-1.719
11547,-0.92998
11548,-1.3625
11549,-1.506
11550,-0.8804
11551,-0.92615
11552,-0.79129
11553,-0.23573
11554,-1.2063
11555,-1.5792
11556,-1.6408
11557,-0.8352
11558,-1.2592
11559,-0.91445
11560,-1.5603
11561,-2.2831
11562,-1.0353
11563,0.02136
11564,-0.92183
11565,-0.69508
11566,-1.583
11567,-1.1949
11568,-1.0612
11569,-1.6087
11570,-1.9314
11571,-0.95918
11572,-1.2842
11573,-2.192
11574,-1.5994
11575,-1.4229
11576,-0.85926
11577,-0.60509
11578,-1.6359
11579,-0.18671
11580,-1.0611
11581,-1.3989
11582,0.053719
11583,-1.6597
11584,-0.50855
11585,-1.8368
11586,-1.2756
11587,-1.4751
11588,-1.3895
11589,-0.38422
11590,-0.14057
11591,-0.66547
11592,-0.86284
11593,-0.87775
11594,-0.12238
11595,-1.3681
11596,-1.6919
11597,-1.226
11598,-1.3371
11599,-0.40197
11600,-0.7053
11601,-0.85277
11602,-0.76887
11603,-1.0733
11604,-0.20578
11605,-0.18787
11606,-0.3668
11607,-0.95407
11608,-0.84052
11609,-0.5421
11610,-1.4325
11611,-1.2215
11612,-1.3387
11613,-0.86765
11614,-0.28881
11615,-0.080833
11616,-1.2152
11617,-1.2557
11618,-0.94557
11619,-1.7065
11620,-0.24857
11621,-0.27868
11622,-1.7395
11623,-0.72814
11624,-0.88828
11625,-0.5272
11626,-0.06318
11627,-0.86025
11628,-0.55233
11629,-1.4764
11630,-1.1977
11631,-0.91942
11632,-0.69652
11633,-0.18926
11634,1.0365
11635,0.47348
11636,-1.146
11637,-1.5214
11638,-0.35623
11639,-1.4757
11640,1.4017
11641,0.61669
11642,-2.0485
11643,-0.9758
11644,-0.11093
11645,-0.73972
11646,-1.8568
11647,-1.0458
11648,-1.7686
11649,-0.73647
11650,-1.747
11651,-1.1871
11652,-1.4403
11653,-1.6997
11654,-0.36264
11655,-0.18152
11656,-0.49544
11657,-1.772
11658,-1.4551
11659,-1.9006
11660,-0.72135
11661,-1.095
11662,-0.78887
11663,-1.3382
11664,-2.2168
11665,-0.84158
11666,-1.2582
11667,-1.2189
11668,-1.5578
11669,-1.1434
11670,-1.6435
11671,-1.1735
11672,-0.38035
11673,-1.5892
11674,-1.0761
11675,-1.6174
11676,-0.29382
11677,-1.3801
11678,0.070755
11679,-1.7672
11680,-1.4571
11681,-1.6064
11682,-1.6688
11683,-1.7853
11684,-0.30331
11685,-1.7115
11686,-1.3289
11687,-1.016
11688,-0.79885
11689,-1.133
11690,-1.5039
11691,-0.35908
11692,-0.92565
11693,-0.31635
11694,-1.041
11695,-0.078217
11696,-1.2213
11697,-1.5752
11698,-0.44073
11699,-1.5945
11700,-1.5167
11701,-1.0707
11702,-1.0698
11703,-1.3488
11704,-1.6842
11705,-0.10916
11706,-0.88096
11707,-1.2439
11708,-0.63983
11709,-1.2344
11710,-1.61
11711,-0.89963
11712,-1.081
11713,-1.1228
11714,-1.25
11715,-0.51956
11716,-0.9898
11717,-0.48529
11718,-1.7974
11719,-1.6667
11720,-0.92976
11721,-1.2421
11722,-0.57754
11723,-0.98153
11724,-1.4495
11725,-0.59944
11726,-1.6967
11727,-1.1906
11728,-1.818
11729,-0.36278
11730,-1.0002
11731,-1.1633
11732,-0.85708
11733,-0.76098
11734,-0.50073
11735,-1.0665
11736,-0.27004
11737,-1.3915
11738,0.45711
11739,-1.6412
11740,-1.0315
11741,-1.7798
11742,-0.44586
11743,-1.7271
11744,-0.63074
11745,-0.57376
11746,-1.6543
11747,-1.2554
11748,-0.24336
11749,-0.067828
11750,0.02989
11751,-1.6528
11752,-1.2187
11753,0.04846
11754,-1.7377
11755,-1.6204
11756,-1.1952
11757,-0.8985
11758,-1.5114
11759,-1.7969
11760,-1.2032
11761,-1.2404
11762,-1.5242
11763,-0.86164
11764,-1.8507
11765,-1.5644
11766,-0.46995
11767,-0.56326
11768,-1.1351
11769,-1.4648
11770,-0.89247
11771,-0.31718
11772,-1.1087
11773,-0.19448
11774,-1.1967
11775,-0.77764
11776,-0.56933
11777,-1.1765
11778,-0.56764
11779,-0.97493
11780,-0.77788
11781,-0.93348
11782,-0.6033
11783,-0.1935
11784,-1.3334
11785,-1.0629
11786,-1.5757
11787,-0.69416
11788,-0.45841
11789,-0.2637
11790,-0.17294
11791,-0.33577
11792,1.389
11793,0.00072761
11794,-0.31742
11795,-0.72314
11796,-1.0107
11797,-1.6324
11798,0.33568
11799,-0.41383
11800,-1.2894
11801,-1.4951
11802,-1.5269
11803,-1.0368
11804,-0.47545
11805,0.8952
11806,-0.46247
11807,-1.0414
11808,-1.5621
11809,0.064037
11810,-0.81068
11811,-0.40279
11812,-1.6278
11813,-0.81811
11814,-0.85788
11815,-1.4308
11816,-1.4833
11817,-0.85896
11818,-1.4298
11819,-0.10845
11820,-0.094212
11821,-0.38331
11822,-0.74454
11823,-0.84803
11824,-1.6092
11825,-1.3744
11826,-1.1642
11827,-0.68875
11828,1.0886
11829,-1.1759
11830,-0.67052
11831,-1.2386
11832,-1.4316
11833,-1.2472
11834,-0.90949
11835,-0.88112
11836,-0.23446
11837,-0.53316
11838,0.25066
11839,-0.8813
11840,0.09494
11841,-1.8379
11842,-1.3485
11843,-1.4209
11844,-1.2978
11845,-1.6254
11846,-1.8309
11847,-0.8849
11848,-0.70385
11849,-2.1944
11850,-1.8583
11851,-1.6966
11852,-0.5486
11853,-0.76895
11854,-1.2927
11855,-1.7755
11856,-1.6267
11857,-1.3014
11858,-1.9596
11859,-1.8392
11860,-1.7208
11861,-1.4379
11862,-0.2959
11863,0.20849
11864,0.078569
11865,-0.40331
11866,-0.75727
11867,-1.0093
11868,-1.5112
11869,-1.7073
11870,-0.88952
11871,-1.126
11872,-1.2854
11873,-2.154
11874,-1.0928
11875,-1.4762
11876,0.031091
11877,-1.9983
11878,-0.062213
11879,-1.9035
11880,-1.5662
11881,-1.3955
11882,1.2656
11883,0.55305
11884,0.71741
11885,-1.6402
11886,-0.9576
11887,-1.8511
11888,-1.7778
11889,-0.89037
11890,-1.3473
11891,-1.6033
11892,-0.91677
11893,-0.87484
11894,0.43519
11895,1.419
11896,-0.52527
11897,-1.411
11898,0.49344
11899,-0.88468
11900,-0.54644
11901,-0.45237
11902,-0.068843
11903,-1.1733
11904,-0.80226
11905,0.40664
11906,-0.9324
11907,0.60887
11908,-1.6773
11909,0.18286
11910,-1.2878
11911,0.18345
11912,-1.9484
11913,0.501
11914,-1.6762
11915,0.46504
11916,0.059695
11917,-0.33324
11918,-0.50102
11919,-1.5991
11920,0.25056
11921,-1.1007
11922,-0.3738
11923,0.22155
11924,-0.70312
11925,-0.16221
11926,-1.0689
11927,0.99137
11928,0.22364
11929,0.13283
11930,-0.4248
11931,-0.4908
11932,-0.55867
11933,0.6839
11934,-1.6583
11935,-0.68341
11936,-1.8408
11937,-1.4359
11938,-0.43751
11939,-1.9002
11940,-1.2242
11941,-0.44986
11942,-0.42192
11943,0.73461
11944,-0.11289
11945,0.021785
11946,-0.38669
11947,-0.85666
11948,-0.92971
11949,-0.41702
11950,0.23652
11951,-0.78501
11952,-1.1777
11953,-1.1154
11954,0.27724
11955,0.026685
11956,0.32717
11957,-0.19086
11958,-0.99026
11959,-1.168
11960,-1.1793
11961,-0.87692
11962,0.31579
11963,0.12366
11964,-0.78741
11965,-0.66598
11966,-0.12246
11967,-0.26062
11968,-1.1057
11969,-0.017426
11970,0.44749
11971,-0.020899
11972,-0.19462
11973,-1.9634
11974,-1.0615
11975,-1.8982
11976,-1.8843
11977,-1.3434
11978,-2.0293
11979,-0.86364
11980,-1.9992
11981,-1.3655
11982,-1.2134
11983,-2.0877
11984,-1.5187
11985,-1.3096
11986,-0.99085
11987,-0.19929
11988,-1.8881
11989,-0.45603
11990,-0.6912
11991,-0.67896
11992,-1.7145
11993,-1.9031
11994,-1.4505
11995,-1.5959
11996,-0.73655
11997,-1.0832
11998,-0.90101
11999,-1.4988
12000,-1.3572
12001,-1.5243
12002,-1.4047
12003,-1.4238
12004,-1.2993
12005,-0.62064
12006,-0.82864
12007,1.1207
12008,-0.8599
12009,-0.95474
12010,-0.065294
12011,-1.3684
12012,-0.53545
12013,0.49048
12014,0.16384
12015,-1.9967
12016,-1.1011
12017,-1.1802
12018,-2.1296
12019,-1.3444
12020,-1.4516
12021,-1.7871
12022,-0.77724
12023,-1.2247
12024,-1.0356
12025,0.85053
12026,-1.8927
12027,-0.83738
12028,-1.4471
12029,-1.0548
12030,-1.5999
12031,-1.6426
12032,-1.8562
12033,-1.5007
12034,-1.0241
12035,-1.7376
12036,-0.19836
12037,-1.2024
12038,-0.70031
12039,-1.0386
12040,-0.053103
12041,0.54936
12042,-0.87792
12043,-0.26545
12044,-0.83136
12045,-1.3
12046,-1.8293
12047,-1.5188
12048,-1.4634
12049,-1.6304
12050,0.51339
12051,-0.96905
12052,-1.4156
12053,-0.044317
12054,-1.5263
12055,0.60263
12056,-1.4472
12057,-1.7444
12058,-2.1739
12059,-1.2288
12060,-0.58201
12061,0.16927
12062,-1.0391
12063,0.39942
12064,0.36431
12065,-1.9529
12066,-0.19725
12067,-0.49317
12068,-1.6913
12069,-1.6406
12070,-0.45191
12071,-1.1379
12072,-1.6915
12073,-1.2791
12074,-2.006
12075,-1.6391
12076,-0.62145
12077,-0.92451
12078,-1.1688
12079,-0.84014
12080,-1.7406
12081,-0.95962
12082,-1.3579
12083,-1.3977
12084,-1.9052
12085,0.56133
12086,-0.96359
12087,-0.68167
12088,-1.1624
12089,-0.52364
12090,-1.2497
12091,0.24755
12092,-1.1039
12093,-0.60153
12094,-0.74305
12095,-1.4516
12096,-1.1383
12097,-0.9934
12098,-1.1707
12099,-1.8607
12100,-1.7086
12101,-1.4739
12102,-1.1519
12103,0.66567
12104,0.80982
12105,-1.311
12106,-0.79643
12107,0.38649
12108,0.45892
12109,0.59477
12110,-1.9322
12111,-1.5523
12112,0.71242
12113,0.21725
12114,1.2499
12115,-0.98801
12116,-0.9279
12117,-1.6863
12118,-1.9585
12119,-1.1532
12120,-1.39
12121,-1.3005
12122,-0.641
12123,-1.9048
12124,-0.91595
12125,-1.0174
12126,-1.6583
12127,-0.97086
12128,-1.1203
12129,-1.9026
12130,-1.4248
12131,-2.1407
12132,-1.4563
12133,-0.46271
12134,-1.1326
12135,-1.2102
12136,-1.2278
12137,-0.83886
12138,-1.5067
12139,-0.75204
12140,-1.5007
12141,-1.4271
12142,-1.555
12143,-1.1608
12144,-0.1145
12145,-1.3715
12146,-1.814
12147,-1.3507
12148,-1.6249
12149,-2.0451
12150,-0.81008
12151,-0.34284
12152,-1.7278
12153,-0.86909
12154,-1.5713
12155,-1.5483
12156,-1.7007
12157,-0.28426
12158,-1.3206
12159,-1.0454
12160,-1.3154
12161,-1.9538
12162,-1.0543
12163,0.099469
12164,-1.3983
12165,-1.3258
12166,-0.92331
12167,-1.7681
12168,-0.52321
12169,-0.3183
12170,-1.0727
12171,0.55207
12172,-0.36109
12173,-0.73296
12174,-1.6061
12175,-0.77501
12176,0.24407
12177,-2.0522
12178,-1.1629
12179,0.13441
12180,-0.1942
12181,-1.3773
12182,-1.7907
12183,-1.2361
12184,-1.0014
12185,-0.81147
12186,-0.12618
12187,-1.913
12188,-2.0097
12189,-1.0556
12190,-1.1798
12191,-0.23553
12192,-2.3336
12193,-1.2289
12194,-0.35761
12195,-0.32502
12196,-1.1487
12197,-1.7607
12198,-1.4643
12199,-0.31818
12200,-0.55361
12201,-0.2064
12202,-1.5664
12203,-0.67342
12204,-0.3154
12205,-1.9694
12206,-1.0274
12207,-1.4611
12208,-1.4543
12209,-1.3221
12210,-1.416
12211,-1.0497
12212,-1.4301
12213,-0.15418
12214,-1.5157
12215,-0.8291
12216,-2.2273
12217,-1.7028
12218,-1.5765
12219,-1.1504
12220,-1.424
12221,-1.6758
12222,-1.0328
12223,-0.29705
12224,-0.58426
12225,-1.0635
12226,-1.6039
12227,-1.4463
12228,-0.55968
12229,-0.15312
12230,-0.90422
12231,-0.91954
12232,-0.67401
12233,-0.80924
12234,-1.1572
12235,-0.58278
12236,-1.5863
12237,-1.1093
12238,-0.099854
12239,-2.3192
12240,0.91427
12241,-1.3017
12242,-1.7722
12243,-1.8889
12244,-2.3182
12245,0.33797
12246,-2.33
12247,-0.88383
12248,-1.4117
12249,-1.0158
12250,-1.4286
12251,-0.35746
12252,0.10884
12253,-1.3029
12254,-1.6317
12255,-2.1569
12256,0.42441
12257,-1.3214
12258,-1.2049
12259,-0.32603
12260,-0.0011994
12261,-1.2803
12262,-1.1099
12263,-0.67563
12264,0.075507
12265,-1.432
12266,-0.11156
12267,-1.3022
12268,-0.58582
12269,-0.76266
12270,-1.091
12271,-1.4476
12272,-0.026716
12273,-1.2813
12274,-0.19482
12275,0.80566
12276,-0.076277
12277,1.0541
12278,-1.5675
12279,-1.0573
12280,0.4719
12281,0.38665
12282,-0.1263
12283,-0.67105
12284,-1.0558
12285,-0.35287
12286,-1.0892
12287,0.44615
12288,-0.14557
12289,-1.6207
12290,-1.3257
12291,-1.916
12292,-0.78747
12293,0.42308
12294,-1.5002
12295,-0.077904
12296,0.63646
12297,0.33693
12298,-0.49029
12299,-0.38845
12300,0.24252
12301,0.39683
12302,0.48343
12303,-1.415
12304,-0.11878
12305,-0.79097
12306,-1.5877
12307,-1.1789
12308,-1.5545
12309,-1.3152
12310,-0.88613
12311,-2.135
12312,-1.7567
12313,-1.1538
12314,0.42629
12315,-0.86663
12316,0.49229
12317,-1.3065
12318,-0.57965
12319,-0.25688
12320,-0.17675
12321,-0.83567
12322,0.18473
12323,-1.4334
12324,0.70826
12325,-0.18042
12326,-1.5188
12327,0.98885
12328,-1.6041
12329,-0.55284
12330,0.14204
12331,0.087422
12332,-0.70411
12333,0.61126
12334,-0.6656
12335,-0.26907
12336,-1.1423
12337,0.0055242
12338,-0.49892
12339,-0.60643
12340,1.1341
12341,-0.31056
12342,-0.34061
12343,-0.11528
12344,-0.95569
12345,-0.12873
12346,-1.6652
12347,-1.0633
12348,-1.9448
12349,-2.1449
12350,-0.98942
12351,-1.7318
12352,-1.4717
12353,-0.75032
12354,0.40665
12355,-1.7035
12356,0.87422
12357,-1.7001
12358,-1.7608
12359,-0.75037
12360,0.14169
12361,0.051285
12362,-1.7996
12363,-1.6457
12364,-0.73131
12365,-1.8063
12366,-0.88255
12367,-0.99631
12368,-0.44913
12369,-1.3092
12370,-0.50927
12371,-1.6014
12372,-1.2537
12373,-0.35741
12374,-1.4479
12375,-1.4543
12376,-1.7832
12377,-0.8796
12378,0.059658
12379,0.49505
12380,-0.42495
12381,-1.2255
12382,-0.87884
12383,-0.76282
12384,-0.24941
12385,-1.8125
12386,-0.60168
12387,-1.416
12388,-1.7786
12389,-1.0258
12390,-1.1878
12391,-1.5205
12392,-1.6319
12393,-0.65765
12394,-0.20108
12395,-0.71175
12396,-0.76283
12397,-1.0548
12398,0.38926
12399,-0.58213
12400,-1.1529
12401,-0.50252
12402,-1.6657
12403,-0.73367
12404,-0.98431
12405,-0.95956
12406,-0.70114
12407,-1.717
12408,-1.5343
12409,-1.1272
12410,-1.6996
12411,-1.2866
12412,-1.0249
12413,-1.6351
12414,-1.9471
12415,-1.0148
12416,-1.5812
12417,-0.9593
12418,-1.8902
12419,-1.1172
12420,-1.3909
12421,-1.1269
12422,-1.5082
12423,-1.0237
12424,-0.81503
12425,-1.4387
12426,-1.7547
12427,0.18416
12428,-2.1566
12429,0.76475
12430,-1.1997
12431,-1.108
12432,-0.68959
12433,0.39517
12434,-0.77942
12435,-1.1651
12436,-1.1443
12437,-1.4212
12438,-0.20771
12439,-0.76435
12440,-0.12997
12441,-2.161
12442,-1.4
12443,-1.0484
12444,-0.84978
12445,-0.32436
12446,-0.36204
12447,-1.4525
12448,-1.5597
12449,-1.2238
12450,-1.6876
12451,-1.7233
12452,-1.1394
12453,-1.4696
12454,-1.0664
12455,-1.6148
12456,-0.99521
12457,-1.6658
12458,-0.77891
12459,-1.0653
12460,0.19741
12461,-1.4914
12462,-1.5548
12463,-0.40953
12464,-1.5895
12465,-0.34954
12466,-1.2028
12467,-0.13666
12468,-0.39067
12469,-0.96472
12470,-1.1955
12471,-2.173
12472,-2.1673
12473,-1.6791
12474,-1.3718
12475,-1.8087
12476,-0.88682
12477,-1.53
12478,-2.2942
12479,-1.1758
12480,-1.5667
12481,-1.0481
12482,-0.63145
12483,-0.15291
12484,-1.1212
12485,-1.9565
12486,-1.302
12487,-2.1557
12488,-0.73502
12489,-1.1347
12490,-0.13254
12491,-1.5548
12492,-1.7476
12493,-2.0225
12494,-1.5989
12495,-1.9125
12496,-1.0562
12497,-1.4641
12498,-1.5513
12499,-0.95098
12500,-0.8994
12501,-1.9989
12502,-1.464
12503,-1.5744
12504,-1.7165
12505,-1.9932
12506,-1.8912
12507,-0.060634
12508,-1.2515
12509,-0.89032
12510,-1.5025
12511,-1.7986
12512,-1.3262
12513,-1.2471
12514,-1.5233
12515,-0.95704
12516,-1.6924
12517,-1.3398
12518,-1.6761
12519,-2.1846
12520,-0.84126
12521,-1.1856
12522,0.24892
12523,-1.4499
12524,-0.50688
12525,-0.83812
12526,0.59331
12527,-0.054129
12528,-0.23153
12529,-0.81516
12530,0.41902
12531,-0.014545
12532,-0.70329
12533,-1.4873
12534,-1.4995
12535,-0.55001
12536,-1.1253
12537,0.28489
12538,-0.81501
12539,-1.0929
12540,-1.2626
12541,-1.2608
12542,-0.21176
12543,-1.1221
12544,-0.95552
12545,-1.3092
12546,-1.1295
12547,-0.82529
12548,-0.056047
12549,-0.72184
12550,-0.9215
12551,-2.2814
12552,-1.2681
12553,-1.1893
12554,-0.90047
12555,-1.0349
12556,-0.2359
12557,-1.5177
12558,-0.35278
12559,-0.33241
12560,-0.10934
12561,-1.9742
12562,-0.33514
12563,-1.1303
12564,-0.24562
12565,-1.0042
12566,-0.19089
12567,-1.8432
12568,-0.34368
12569,-1.5418
12570,0.2211
12571,0.43814
12572,0.36107
12573,-0.73067
12574,-1.0207
12575,-1.1489
12576,-0.80287
12577,-1.0707
12578,0.56326
12579,0.72148
12580,-1.0905
12581,-0.1168
12582,-2.0863
12583,-2.1062
12584,-1.0105
12585,-0.85561
12586,-0.48459
12587,-1.6588
12588,-1.0135
12589,-1.1145
12590,-0.48252
12591,-0.83342
12592,-1.2677
12593,-1.3217
12594,-1.3809
12595,-1.2135
12596,-0.9328
12597,-1.2133
12598,-1.8099
12599,-1.1161
12600,-1.4624
12601,-1.7576
12602,-0.25343
12603,-0.62406
12604,-1.4585
12605,-0.23292
12606,-1.0833
12607,-0.24786
12608,-1.0064
12609,-0.22326
12610,-0.75168
12611,0.0084582
12612,-0.7713
12613,-0.61268
12614,-0.72136
12615,-0.93967
12616,-1.2295
12617,-1.1639
12618,-1.2776
12619,0.97146
12620,-1.5899
12621,-0.36745
12622,-0.020968
12623,-0.63719
12624,0.82135
12625,-0.70982
12626,-0.75175
12627,-1.1655
12628,-2.3205
12629,-0.82848
12630,-1.8311
12631,-1.0915
12632,-1.5903
12633,-2.1851
12634,-1.8122
12635,-1.6467
12636,-0.85006
12637,-1.4154
12638,-0.42798
12639,-1.4418
12640,-0.11047
12641,-0.47312
12642,-0.21071
12643,-2.6359
12644,-0.84887
12645,-0.23211
12646,-1.1433
12647,-1.4669
12648,-1.7213
12649,-1.212
12650,-0.38485
12651,-1.0643
12652,-0.84952
12653,-0.73935
12654,-1.251
12655,-0.17925
12656,-0.25749
12657,-0.30733
12658,-1.1521
12659,-1.8029
12660,-1.5197
12661,-1.3042
12662,-1.8976
12663,-2.0739
12664,-2.1123
12665,-1.1387
12666,-0.069466
12667,-1.2854
12668,-1.5873
12669,-1.8999
12670,-0.43506
12671,-1.5043
12672,-1.1902
12673,-1.352
12674,-1.1773
12675,-1.7276
12676,-0.61995
12677,-2.0822
12678,-2.1752
12679,-1.249
12680,0.30981
12681,-0.14088
12682,-0.6562
12683,-0.48544
12684,-0.49472
12685,-0.81796
12686,-1.0845
12687,0.21985
12688,-1.1649
12689,-1.7751
12690,-0.88857
12691,-1.387
12692,-0.53092
12693,-0.75728
12694,-1.03
12695,-0.34324
12696,-1.6009
12697,-1.7193
12698,-0.91812
12699,-0.56626
12700,-0.28583
12701,-0.92883
12702,-0.4096
12703,-0.29534
12704,0.74557
12705,-1.0861
12706,-1.5563
12707,-0.83421
12708,-1.1995
12709,-0.47935
12710,-1.2616
12711,-1.1571
12712,-1.1684
12713,-0.98215
12714,-0.52787
12715,-0.48448
12716,-1.4999
12717,-1.2589
12718,-1.7476
12719,-2.098
12720,-1.2488
12721,-1.0385
12722,-1.9823
12723,-1.9633
12724,-1.7771
12725,-1.7151
12726,-1.4138
12727,-1.7991
12728,-1.4211
12729,-0.55339
12730,-2.0109
12731,-1.3591
12732,-2.1243
12733,-1.6298
12734,-1.3878
12735,-1.7343
12736,-1.5731
12737,-0.85901
12738,-1.8123
12739,-0.12005
12740,-0.65348
12741,-0.13987
12742,-0.1237
12743,-1.8353
12744,-0.89124
12745,-1.6008
12746,-1.433
12747,-1.4725
12748,-1.6273
12749,-1.1743
12750,-1.1172
12751,-1.2214
12752,-2.1801
12753,-1.7158
12754,-1.921
12755,-1.4926
12756,-1.9348
12757,-2.2014
12758,-0.88834
12759,-1.451
12760,-1.0229
12761,-0.63914
12762,-0.039471
12763,-0.41924
12764,-0.11957
12765,-1.6079
12766,-1.9795
12767,-0.068632
12768,-1.0452
12769,-1.6257
12770,-1.6697
12771,0.013051
12772,-0.50794
12773,-0.85194
12774,-0.52911
12775,-0.24972
12776,-0.36893
12777,-0.54085
12778,-0.98289
12779,-0.79639
12780,-1.0917
12781,-1.4123
12782,0.50988
12783,-1.0049
12784,-0.98885
12785,-1.1827
12786,-1.3075
12787,-1.4902
12788,-0.15033
12789,-0.067805
12790,1.049
12791,-0.92518
12792,-0.56105
12793,-0.88778
12794,-1.6727
12795,0.22729
12796,0.51824
12797,-0.91043
12798,-0.63642
12799,-1.0831
12800,-0.72674
12801,-0.79369
12802,1.0042
12803,-0.6819
12804,-0.52245
12805,-0.28624
12806,-1.7138
12807,-0.91433
12808,-1.0333
12809,0.60431
12810,-0.55183
12811,0.072367
12812,-0.24789
12813,-1.183
12814,0.26192
12815,-1.4041
12816,-0.82854
12817,0.27754
12818,-0.86839
12819,-1.4364
12820,-1.1727
12821,-0.6399
12822,0.74681
12823,-1.4159
12824,-0.84296
12825,0.90994
12826,-1.2158
12827,-1.4819
12828,0.73112
12829,-2.0254
12830,-0.82971
12831,-1.5024
12832,1.3682
12833,-2.1007
12834,0.81854
12835,-1.9901
12836,-1.266
12837,0.34685
12838,-1.0456
12839,0.13272
12840,-2.2242
12841,-1.5887
12842,-2.1035
12843,-1.0725
12844,-1.7399
12845,-0.75925
12846,0.71172
12847,-0.72968
12848,-1.3329
12849,-0.29508
12850,0.50003
12851,-0.49829
12852,-0.79763
12853,-1.1594
12854,-1.2592
12855,-0.68058
12856,-1.0857
12857,-0.020996
12858,-1.3581
12859,-0.43104
12860,-1.6863
12861,-0.94342
12862,-1.421
12863,0.18573
12864,-0.41154
12865,0.10554
12866,-0.55193
12867,-0.95935
12868,-1.0304
12869,-0.42498
12870,0.24708
12871,-0.32285
12872,-0.12523
12873,-0.94219
12874,0.61021
12875,0.4571
12876,-1.1339
12877,0.86455
12878,-0.9876
12879,-0.062966
12880,0.19429
12881,0.13672
12882,-0.5467
12883,-2.2722
12884,-1.4267
12885,0.28081
12886,-0.21341
12887,-0.059818
12888,-0.64448
12889,-1.3804
12890,-1.6358
12891,-0.90587
12892,-1.281
12893,-0.82761
12894,-0.97249
12895,-1.5287
12896,-0.49514
12897,-1.4706
12898,-0.88804
12899,-0.70594
12900,-0.98539
12901,-0.23958
12902,-1.5515
12903,-1.841
12904,-1.2066
12905,-1.6991
12906,-1.4348
12907,-1.1885
12908,-1.3731
12909,-0.75585
12910,-1.7125
12911,0.2177
12912,-0.75506
12913,-1.7041
12914,-1.1302
12915,-1.2418
12916,-0.28106
12917,-1.2353
12918,-1.075
12919,-1.1309
12920,-1.3409
12921,-1.0778
12922,-1.4478
12923,-0.043325
12924,-0.62118
12925,-0.31897
12926,0.57122
12927,-1.4253
12928,-1.5477
12929,-1.3748
12930,-0.32859
12931,-0.32451
12932,0.14367
12933,-0.74741
12934,-1.5499
12935,-0.64687
12936,0.51657
12937,-0.11022
12938,-1.1127
12939,-0.16366
12940,-0.37604
12941,-0.23194
12942,-1.1746
12943,-0.93735
12944,-0.80456
12945,-1.4285
12946,-1.835
12947,-0.71717
12948,-1.996
12949,-1.4841
12950,-0.6918
12951,-0.86533
12952,-1.0305
12953,-1.5637
12954,-0.98392
12955,-1.9012
12956,-1.2125
12957,-1.6761
12958,-0.17633
12959,-1.9441
12960,-1.2945
12961,-0.74189
12962,-1.5775
12963,-1.4913
12964,-1.5058
12965,-2.4454
12966,-2.2641
12967,-0.59492
12968,-1.8657
12969,-1.913
12970,-1.7271
12971,0.30915
12972,-1.6421
12973,-0.71547
12974,-1.2242
12975,-0.14312
12976,-0.31262
